"date","year","month","temp","data_origin"
"1993-02-01",1993,2,-1.92,"Dane syntetyczne — scenariusz dydaktyczny, nie obserwacje urzędowe"
"1993-03-01",1993,3,1.31,"Dane syntetyczne — scenariusz dydaktyczny, nie obserwacje urzędowe"
"1993-04-01",1993,4,12.52,"Dane syntetyczne — scenariusz dydaktyczny, nie obserwacje urzędowe"
"1993-05-01",1993,5,15.43,"Dane syntetyczne — scenariusz dydaktyczny, nie obserwacje urzędowe"
"1993-06-01",1993,6,17.34,"Dane syntetyczne — scenariusz dydaktyczny, nie obserwacje urzędowe"
"1993-07-01",1993,7,20.75,"Dane syntetyczne — scenariusz dydaktyczny, nie obserwacje urzędowe"
"1993-08-01",1993,8,20.87,"Dane syntetyczne — scenariusz dydaktyczny, nie obserwacje urzędowe"
"1993-09-01",1993,9,13.74,"Dane syntetyczne — scenariusz dydaktyczny, nie obserwacje urzędowe"
"1993-10-01",1993,10,10.3,"Dane syntetyczne — scenariusz dydaktyczny, nie obserwacje urzędowe"
"1993-11-01",1993,11,2.47,"Dane syntetyczne — scenariusz dydaktyczny, nie obserwacje urzędowe"
"1993-12-01",1993,12,-1.62,"Dane syntetyczne — scenariusz dydaktyczny, nie obserwacje urzędowe"
"1994-01-01",1994,1,-3.08,"Dane syntetyczne — scenariusz dydaktyczny, nie obserwacje urzędowe"
"1994-02-01",1994,2,-1.27,"Dane syntetyczne — scenariusz dydaktyczny, nie obserwacje urzędowe"
"1994-03-01",1994,3,3.94,"Dane syntetyczne — scenariusz dydaktyczny, nie obserwacje urzędowe"
"1994-04-01",1994,4,7.1,"Dane syntetyczne — scenariusz dydaktyczny, nie obserwacje urzędowe"
"1994-05-01",1994,5,14.44,"Dane syntetyczne — scenariusz dydaktyczny, nie obserwacje urzędowe"
"1994-06-01",1994,6,18.24,"Dane syntetyczne — scenariusz dydaktyczny, nie obserwacje urzędowe"
"1994-07-01",1994,7,19.6,"Dane syntetyczne — scenariusz dydaktyczny, nie obserwacje urzędowe"
"1994-08-01",1994,8,17.53,"Dane syntetyczne — scenariusz dydaktyczny, nie obserwacje urzędowe"
"1994-09-01",1994,9,14.56,"Dane syntetyczne — scenariusz dydaktyczny, nie obserwacje urzędowe"
"1994-10-01",1994,10,11.44,"Dane syntetyczne — scenariusz dydaktyczny, nie obserwacje urzędowe"
"1994-11-01",1994,11,1.69,"Dane syntetyczne — scenariusz dydaktyczny, nie obserwacje urzędowe"
"1994-12-01",1994,12,0.69,"Dane syntetyczne — scenariusz dydaktyczny, nie obserwacje urzędowe"
"1995-01-01",1995,1,-1.09,"Dane syntetyczne — scenariusz dydaktyczny, nie obserwacje urzędowe"
"1995-02-01",1995,2,-0.25,"Dane syntetyczne — scenariusz dydaktyczny, nie obserwacje urzędowe"
"1995-03-01",1995,3,3.09,"Dane syntetyczne — scenariusz dydaktyczny, nie obserwacje urzędowe"
"1995-04-01",1995,4,8.47,"Dane syntetyczne — scenariusz dydaktyczny, nie obserwacje urzędowe"
"1995-05-01",1995,5,15.25,"Dane syntetyczne — scenariusz dydaktyczny, nie obserwacje urzędowe"
"1995-06-01",1995,6,19.78,"Dane syntetyczne — scenariusz dydaktyczny, nie obserwacje urzędowe"
"1995-07-01",1995,7,21.02,"Dane syntetyczne — scenariusz dydaktyczny, nie obserwacje urzędowe"
"1995-08-01",1995,8,23.14,"Dane syntetyczne — scenariusz dydaktyczny, nie obserwacje urzędowe"
"1995-09-01",1995,9,14.9,"Dane syntetyczne — scenariusz dydaktyczny, nie obserwacje urzędowe"
"1995-10-01",1995,10,7.93,"Dane syntetyczne — scenariusz dydaktyczny, nie obserwacje urzędowe"
"1995-11-01",1995,11,0.74,"Dane syntetyczne — scenariusz dydaktyczny, nie obserwacje urzędowe"
"1995-12-01",1995,12,-0.16,"Dane syntetyczne — scenariusz dydaktyczny, nie obserwacje urzędowe"
"1996-01-01",1996,1,-3.66,"Dane syntetyczne — scenariusz dydaktyczny, nie obserwacje urzędowe"
"1996-02-01",1996,2,-1.37,"Dane syntetyczne — scenariusz dydaktyczny, nie obserwacje urzędowe"
"1996-03-01",1996,3,4.78,"Dane syntetyczne — scenariusz dydaktyczny, nie obserwacje urzędowe"
"1996-04-01",1996,4,8.61,"Dane syntetyczne — scenariusz dydaktyczny, nie obserwacje urzędowe"
"1996-05-01",1996,5,15.07,"Dane syntetyczne — scenariusz dydaktyczny, nie obserwacje urzędowe"
"1996-06-01",1996,6,21.13,"Dane syntetyczne — scenariusz dydaktyczny, nie obserwacje urzędowe"
"1996-07-01",1996,7,21.67,"Dane syntetyczne — scenariusz dydaktyczny, nie obserwacje urzędowe"
"1996-08-01",1996,8,19.37,"Dane syntetyczne — scenariusz dydaktyczny, nie obserwacje urzędowe"
"1996-09-01",1996,9,14.6,"Dane syntetyczne — scenariusz dydaktyczny, nie obserwacje urzędowe"
"1996-10-01",1996,10,9.18,"Dane syntetyczne — scenariusz dydaktyczny, nie obserwacje urzędowe"
"1996-11-01",1996,11,4.34,"Dane syntetyczne — scenariusz dydaktyczny, nie obserwacje urzędowe"
"1996-12-01",1996,12,0.2,"Dane syntetyczne — scenariusz dydaktyczny, nie obserwacje urzędowe"
"1997-01-01",1997,1,-1.45,"Dane syntetyczne — scenariusz dydaktyczny, nie obserwacje urzędowe"
"1997-02-01",1997,2,-0.95,"Dane syntetyczne — scenariusz dydaktyczny, nie obserwacje urzędowe"
"1997-03-01",1997,3,4.04,"Dane syntetyczne — scenariusz dydaktyczny, nie obserwacje urzędowe"
"1997-04-01",1997,4,10.48,"Dane syntetyczne — scenariusz dydaktyczny, nie obserwacje urzędowe"
"1997-05-01",1997,5,13.26,"Dane syntetyczne — scenariusz dydaktyczny, nie obserwacje urzędowe"
"1997-06-01",1997,6,21.09,"Dane syntetyczne — scenariusz dydaktyczny, nie obserwacje urzędowe"
"1997-07-01",1997,7,20.33,"Dane syntetyczne — scenariusz dydaktyczny, nie obserwacje urzędowe"
"1997-08-01",1997,8,21.07,"Dane syntetyczne — scenariusz dydaktyczny, nie obserwacje urzędowe"
"1997-09-01",1997,9,17.03,"Dane syntetyczne — scenariusz dydaktyczny, nie obserwacje urzędowe"
"1997-10-01",1997,10,11.9,"Dane syntetyczne — scenariusz dydaktyczny, nie obserwacje urzędowe"
"1997-11-01",1997,11,2.47,"Dane syntetyczne — scenariusz dydaktyczny, nie obserwacje urzędowe"
"1997-12-01",1997,12,-0.49,"Dane syntetyczne — scenariusz dydaktyczny, nie obserwacje urzędowe"
"1998-01-01",1998,1,-4.38,"Dane syntetyczne — scenariusz dydaktyczny, nie obserwacje urzędowe"
"1998-02-01",1998,2,-0.28,"Dane syntetyczne — scenariusz dydaktyczny, nie obserwacje urzędowe"
"1998-03-01",1998,3,4.25,"Dane syntetyczne — scenariusz dydaktyczny, nie obserwacje urzędowe"
"1998-04-01",1998,4,10.9,"Dane syntetyczne — scenariusz dydaktyczny, nie obserwacje urzędowe"
"1998-05-01",1998,5,15.91,"Dane syntetyczne — scenariusz dydaktyczny, nie obserwacje urzędowe"
"1998-06-01",1998,6,16.38,"Dane syntetyczne — scenariusz dydaktyczny, nie obserwacje urzędowe"
"1998-07-01",1998,7,19.37,"Dane syntetyczne — scenariusz dydaktyczny, nie obserwacje urzędowe"
"1998-08-01",1998,8,19.04,"Dane syntetyczne — scenariusz dydaktyczny, nie obserwacje urzędowe"
"1998-09-01",1998,9,16.31,"Dane syntetyczne — scenariusz dydaktyczny, nie obserwacje urzędowe"
"1998-10-01",1998,10,7.12,"Dane syntetyczne — scenariusz dydaktyczny, nie obserwacje urzędowe"
"1998-11-01",1998,11,4.53,"Dane syntetyczne — scenariusz dydaktyczny, nie obserwacje urzędowe"
"1998-12-01",1998,12,1.83,"Dane syntetyczne — scenariusz dydaktyczny, nie obserwacje urzędowe"
"1999-01-01",1999,1,-2.81,"Dane syntetyczne — scenariusz dydaktyczny, nie obserwacje urzędowe"
"1999-02-01",1999,2,-0.85,"Dane syntetyczne — scenariusz dydaktyczny, nie obserwacje urzędowe"
"1999-03-01",1999,3,5.99,"Dane syntetyczne — scenariusz dydaktyczny, nie obserwacje urzędowe"
"1999-04-01",1999,4,8.18,"Dane syntetyczne — scenariusz dydaktyczny, nie obserwacje urzędowe"
"1999-05-01",1999,5,13.98,"Dane syntetyczne — scenariusz dydaktyczny, nie obserwacje urzędowe"
"1999-06-01",1999,6,20.16,"Dane syntetyczne — scenariusz dydaktyczny, nie obserwacje urzędowe"
"1999-07-01",1999,7,18.2,"Dane syntetyczne — scenariusz dydaktyczny, nie obserwacje urzędowe"
"1999-08-01",1999,8,19.15,"Dane syntetyczne — scenariusz dydaktyczny, nie obserwacje urzędowe"
"1999-09-01",1999,9,16.31,"Dane syntetyczne — scenariusz dydaktyczny, nie obserwacje urzędowe"
"1999-10-01",1999,10,9.45,"Dane syntetyczne — scenariusz dydaktyczny, nie obserwacje urzędowe"
"1999-11-01",1999,11,3.6,"Dane syntetyczne — scenariusz dydaktyczny, nie obserwacje urzędowe"
"1999-12-01",1999,12,-1.65,"Dane syntetyczne — scenariusz dydaktyczny, nie obserwacje urzędowe"
"2000-01-01",2000,1,0.54,"Dane syntetyczne — scenariusz dydaktyczny, nie obserwacje urzędowe"
"2000-02-01",2000,2,1.5,"Dane syntetyczne — scenariusz dydaktyczny, nie obserwacje urzędowe"
"2000-03-01",2000,3,4.43,"Dane syntetyczne — scenariusz dydaktyczny, nie obserwacje urzędowe"
"2000-04-01",2000,4,8.49,"Dane syntetyczne — scenariusz dydaktyczny, nie obserwacje urzędowe"
"2000-05-01",2000,5,13.81,"Dane syntetyczne — scenariusz dydaktyczny, nie obserwacje urzędowe"
"2000-06-01",2000,6,19.7,"Dane syntetyczne — scenariusz dydaktyczny, nie obserwacje urzędowe"
"2000-07-01",2000,7,20.43,"Dane syntetyczne — scenariusz dydaktyczny, nie obserwacje urzędowe"
"2000-08-01",2000,8,19.98,"Dane syntetyczne — scenariusz dydaktyczny, nie obserwacje urzędowe"
"2000-09-01",2000,9,14.76,"Dane syntetyczne — scenariusz dydaktyczny, nie obserwacje urzędowe"
"2000-10-01",2000,10,11.31,"Dane syntetyczne — scenariusz dydaktyczny, nie obserwacje urzędowe"
"2000-11-01",2000,11,4.15,"Dane syntetyczne — scenariusz dydaktyczny, nie obserwacje urzędowe"
"2000-12-01",2000,12,-0.7,"Dane syntetyczne — scenariusz dydaktyczny, nie obserwacje urzędowe"
"2001-01-01",2001,1,-5.58,"Dane syntetyczne — scenariusz dydaktyczny, nie obserwacje urzędowe"
"2001-02-01",2001,2,1.24,"Dane syntetyczne — scenariusz dydaktyczny, nie obserwacje urzędowe"
"2001-03-01",2001,3,5.28,"Dane syntetyczne — scenariusz dydaktyczny, nie obserwacje urzędowe"
"2001-04-01",2001,4,10.42,"Dane syntetyczne — scenariusz dydaktyczny, nie obserwacje urzędowe"
"2001-05-01",2001,5,16.05,"Dane syntetyczne — scenariusz dydaktyczny, nie obserwacje urzędowe"
"2001-06-01",2001,6,17.87,"Dane syntetyczne — scenariusz dydaktyczny, nie obserwacje urzędowe"
"2001-07-01",2001,7,20.69,"Dane syntetyczne — scenariusz dydaktyczny, nie obserwacje urzędowe"
"2001-08-01",2001,8,17.51,"Dane syntetyczne — scenariusz dydaktyczny, nie obserwacje urzędowe"
"2001-09-01",2001,9,15.13,"Dane syntetyczne — scenariusz dydaktyczny, nie obserwacje urzędowe"
"2001-10-01",2001,10,8.56,"Dane syntetyczne — scenariusz dydaktyczny, nie obserwacje urzędowe"
"2001-11-01",2001,11,1.72,"Dane syntetyczne — scenariusz dydaktyczny, nie obserwacje urzędowe"
"2001-12-01",2001,12,1.43,"Dane syntetyczne — scenariusz dydaktyczny, nie obserwacje urzędowe"
"2002-01-01",2002,1,-2.85,"Dane syntetyczne — scenariusz dydaktyczny, nie obserwacje urzędowe"
"2002-02-01",2002,2,1.69,"Dane syntetyczne — scenariusz dydaktyczny, nie obserwacje urzędowe"
"2002-03-01",2002,3,5.13,"Dane syntetyczne — scenariusz dydaktyczny, nie obserwacje urzędowe"
"2002-04-01",2002,4,9.05,"Dane syntetyczne — scenariusz dydaktyczny, nie obserwacje urzędowe"
"2002-05-01",2002,5,17,"Dane syntetyczne — scenariusz dydaktyczny, nie obserwacje urzędowe"
"2002-06-01",2002,6,22.25,"Dane syntetyczne — scenariusz dydaktyczny, nie obserwacje urzędowe"
"2002-07-01",2002,7,20.94,"Dane syntetyczne — scenariusz dydaktyczny, nie obserwacje urzędowe"
"2002-08-01",2002,8,20.67,"Dane syntetyczne — scenariusz dydaktyczny, nie obserwacje urzędowe"
"2002-09-01",2002,9,16.42,"Dane syntetyczne — scenariusz dydaktyczny, nie obserwacje urzędowe"
"2002-10-01",2002,10,7.77,"Dane syntetyczne — scenariusz dydaktyczny, nie obserwacje urzędowe"
"2002-11-01",2002,11,3,"Dane syntetyczne — scenariusz dydaktyczny, nie obserwacje urzędowe"
"2002-12-01",2002,12,-1.25,"Dane syntetyczne — scenariusz dydaktyczny, nie obserwacje urzędowe"
"2003-01-01",2003,1,-2.19,"Dane syntetyczne — scenariusz dydaktyczny, nie obserwacje urzędowe"
"2003-02-01",2003,2,0.72,"Dane syntetyczne — scenariusz dydaktyczny, nie obserwacje urzędowe"
"2003-03-01",2003,3,4.09,"Dane syntetyczne — scenariusz dydaktyczny, nie obserwacje urzędowe"
"2003-04-01",2003,4,8.67,"Dane syntetyczne — scenariusz dydaktyczny, nie obserwacje urzędowe"
"2003-05-01",2003,5,15.57,"Dane syntetyczne — scenariusz dydaktyczny, nie obserwacje urzędowe"
"2003-06-01",2003,6,18.87,"Dane syntetyczne — scenariusz dydaktyczny, nie obserwacje urzędowe"
"2003-07-01",2003,7,18.97,"Dane syntetyczne — scenariusz dydaktyczny, nie obserwacje urzędowe"
"2003-08-01",2003,8,19.09,"Dane syntetyczne — scenariusz dydaktyczny, nie obserwacje urzędowe"
"2003-09-01",2003,9,12.94,"Dane syntetyczne — scenariusz dydaktyczny, nie obserwacje urzędowe"
"2003-10-01",2003,10,8.84,"Dane syntetyczne — scenariusz dydaktyczny, nie obserwacje urzędowe"
"2003-11-01",2003,11,2.38,"Dane syntetyczne — scenariusz dydaktyczny, nie obserwacje urzędowe"
"2003-12-01",2003,12,1.53,"Dane syntetyczne — scenariusz dydaktyczny, nie obserwacje urzędowe"
"2004-01-01",2004,1,-3.44,"Dane syntetyczne — scenariusz dydaktyczny, nie obserwacje urzędowe"
"2004-02-01",2004,2,0.49,"Dane syntetyczne — scenariusz dydaktyczny, nie obserwacje urzędowe"
"2004-03-01",2004,3,4.77,"Dane syntetyczne — scenariusz dydaktyczny, nie obserwacje urzędowe"
"2004-04-01",2004,4,12.28,"Dane syntetyczne — scenariusz dydaktyczny, nie obserwacje urzędowe"
"2004-05-01",2004,5,14.72,"Dane syntetyczne — scenariusz dydaktyczny, nie obserwacje urzędowe"
"2004-06-01",2004,6,18.41,"Dane syntetyczne — scenariusz dydaktyczny, nie obserwacje urzędowe"
"2004-07-01",2004,7,21.9,"Dane syntetyczne — scenariusz dydaktyczny, nie obserwacje urzędowe"
"2004-08-01",2004,8,21.59,"Dane syntetyczne — scenariusz dydaktyczny, nie obserwacje urzędowe"
"2004-09-01",2004,9,15.59,"Dane syntetyczne — scenariusz dydaktyczny, nie obserwacje urzędowe"
"2004-10-01",2004,10,7.51,"Dane syntetyczne — scenariusz dydaktyczny, nie obserwacje urzędowe"
"2004-11-01",2004,11,2.21,"Dane syntetyczne — scenariusz dydaktyczny, nie obserwacje urzędowe"
"2004-12-01",2004,12,2.64,"Dane syntetyczne — scenariusz dydaktyczny, nie obserwacje urzędowe"
"2005-01-01",2005,1,-2.56,"Dane syntetyczne — scenariusz dydaktyczny, nie obserwacje urzędowe"
"2005-02-01",2005,2,-3.32,"Dane syntetyczne — scenariusz dydaktyczny, nie obserwacje urzędowe"
"2005-03-01",2005,3,5.91,"Dane syntetyczne — scenariusz dydaktyczny, nie obserwacje urzędowe"
"2005-04-01",2005,4,9.17,"Dane syntetyczne — scenariusz dydaktyczny, nie obserwacje urzędowe"
"2005-05-01",2005,5,15.27,"Dane syntetyczne — scenariusz dydaktyczny, nie obserwacje urzędowe"
"2005-06-01",2005,6,18.76,"Dane syntetyczne — scenariusz dydaktyczny, nie obserwacje urzędowe"
"2005-07-01",2005,7,21.72,"Dane syntetyczne — scenariusz dydaktyczny, nie obserwacje urzędowe"
"2005-08-01",2005,8,22.07,"Dane syntetyczne — scenariusz dydaktyczny, nie obserwacje urzędowe"
"2005-09-01",2005,9,14.44,"Dane syntetyczne — scenariusz dydaktyczny, nie obserwacje urzędowe"
"2005-10-01",2005,10,8.91,"Dane syntetyczne — scenariusz dydaktyczny, nie obserwacje urzędowe"
"2005-11-01",2005,11,3.29,"Dane syntetyczne — scenariusz dydaktyczny, nie obserwacje urzędowe"
"2005-12-01",2005,12,-0.11,"Dane syntetyczne — scenariusz dydaktyczny, nie obserwacje urzędowe"
"2006-01-01",2006,1,-1.02,"Dane syntetyczne — scenariusz dydaktyczny, nie obserwacje urzędowe"
"2006-02-01",2006,2,-1.24,"Dane syntetyczne — scenariusz dydaktyczny, nie obserwacje urzędowe"
"2006-03-01",2006,3,4.77,"Dane syntetyczne — scenariusz dydaktyczny, nie obserwacje urzędowe"
"2006-04-01",2006,4,11.56,"Dane syntetyczne — scenariusz dydaktyczny, nie obserwacje urzędowe"
"2006-05-01",2006,5,13.51,"Dane syntetyczne — scenariusz dydaktyczny, nie obserwacje urzędowe"
"2006-06-01",2006,6,19.9,"Dane syntetyczne — scenariusz dydaktyczny, nie obserwacje urzędowe"
"2006-07-01",2006,7,19.96,"Dane syntetyczne — scenariusz dydaktyczny, nie obserwacje urzędowe"
"2006-08-01",2006,8,21.77,"Dane syntetyczne — scenariusz dydaktyczny, nie obserwacje urzędowe"
"2006-09-01",2006,9,15.29,"Dane syntetyczne — scenariusz dydaktyczny, nie obserwacje urzędowe"
"2006-10-01",2006,10,8.81,"Dane syntetyczne — scenariusz dydaktyczny, nie obserwacje urzędowe"
"2006-11-01",2006,11,4.28,"Dane syntetyczne — scenariusz dydaktyczny, nie obserwacje urzędowe"
"2006-12-01",2006,12,-0.31,"Dane syntetyczne — scenariusz dydaktyczny, nie obserwacje urzędowe"
"2007-01-01",2007,1,-2.19,"Dane syntetyczne — scenariusz dydaktyczny, nie obserwacje urzędowe"
"2007-02-01",2007,2,-1.48,"Dane syntetyczne — scenariusz dydaktyczny, nie obserwacje urzędowe"
"2007-03-01",2007,3,3.99,"Dane syntetyczne — scenariusz dydaktyczny, nie obserwacje urzędowe"
"2007-04-01",2007,4,9.13,"Dane syntetyczne — scenariusz dydaktyczny, nie obserwacje urzędowe"
"2007-05-01",2007,5,15.84,"Dane syntetyczne — scenariusz dydaktyczny, nie obserwacje urzędowe"
"2007-06-01",2007,6,19.11,"Dane syntetyczne — scenariusz dydaktyczny, nie obserwacje urzędowe"
"2007-07-01",2007,7,21.82,"Dane syntetyczne — scenariusz dydaktyczny, nie obserwacje urzędowe"
"2007-08-01",2007,8,18.64,"Dane syntetyczne — scenariusz dydaktyczny, nie obserwacje urzędowe"
"2007-09-01",2007,9,15.22,"Dane syntetyczne — scenariusz dydaktyczny, nie obserwacje urzędowe"
"2007-10-01",2007,10,10.11,"Dane syntetyczne — scenariusz dydaktyczny, nie obserwacje urzędowe"
"2007-11-01",2007,11,4.02,"Dane syntetyczne — scenariusz dydaktyczny, nie obserwacje urzędowe"
"2007-12-01",2007,12,4,"Dane syntetyczne — scenariusz dydaktyczny, nie obserwacje urzędowe"
"2008-01-01",2008,1,-1,"Dane syntetyczne — scenariusz dydaktyczny, nie obserwacje urzędowe"
"2008-02-01",2008,2,-0.72,"Dane syntetyczne — scenariusz dydaktyczny, nie obserwacje urzędowe"
"2008-03-01",2008,3,5.52,"Dane syntetyczne — scenariusz dydaktyczny, nie obserwacje urzędowe"
"2008-04-01",2008,4,10.47,"Dane syntetyczne — scenariusz dydaktyczny, nie obserwacje urzędowe"
"2008-05-01",2008,5,15.12,"Dane syntetyczne — scenariusz dydaktyczny, nie obserwacje urzędowe"
"2008-06-01",2008,6,17.58,"Dane syntetyczne — scenariusz dydaktyczny, nie obserwacje urzędowe"
"2008-07-01",2008,7,20.55,"Dane syntetyczne — scenariusz dydaktyczny, nie obserwacje urzędowe"
"2008-08-01",2008,8,20.27,"Dane syntetyczne — scenariusz dydaktyczny, nie obserwacje urzędowe"
"2008-09-01",2008,9,16.58,"Dane syntetyczne — scenariusz dydaktyczny, nie obserwacje urzędowe"
"2008-10-01",2008,10,10.81,"Dane syntetyczne — scenariusz dydaktyczny, nie obserwacje urzędowe"
"2008-11-01",2008,11,4.71,"Dane syntetyczne — scenariusz dydaktyczny, nie obserwacje urzędowe"
"2008-12-01",2008,12,-1.2,"Dane syntetyczne — scenariusz dydaktyczny, nie obserwacje urzędowe"
"2009-01-01",2009,1,-2.33,"Dane syntetyczne — scenariusz dydaktyczny, nie obserwacje urzędowe"
"2009-02-01",2009,2,2,"Dane syntetyczne — scenariusz dydaktyczny, nie obserwacje urzędowe"
"2009-03-01",2009,3,7.08,"Dane syntetyczne — scenariusz dydaktyczny, nie obserwacje urzędowe"
"2009-04-01",2009,4,8.23,"Dane syntetyczne — scenariusz dydaktyczny, nie obserwacje urzędowe"
"2009-05-01",2009,5,14.59,"Dane syntetyczne — scenariusz dydaktyczny, nie obserwacje urzędowe"
"2009-06-01",2009,6,20.88,"Dane syntetyczne — scenariusz dydaktyczny, nie obserwacje urzędowe"
"2009-07-01",2009,7,20.81,"Dane syntetyczne — scenariusz dydaktyczny, nie obserwacje urzędowe"
"2009-08-01",2009,8,19.27,"Dane syntetyczne — scenariusz dydaktyczny, nie obserwacje urzędowe"
"2009-09-01",2009,9,14.72,"Dane syntetyczne — scenariusz dydaktyczny, nie obserwacje urzędowe"
"2009-10-01",2009,10,7.99,"Dane syntetyczne — scenariusz dydaktyczny, nie obserwacje urzędowe"
"2009-11-01",2009,11,3.61,"Dane syntetyczne — scenariusz dydaktyczny, nie obserwacje urzędowe"
"2009-12-01",2009,12,-0.83,"Dane syntetyczne — scenariusz dydaktyczny, nie obserwacje urzędowe"
"2010-01-01",2010,1,-0.99,"Dane syntetyczne — scenariusz dydaktyczny, nie obserwacje urzędowe"
"2010-02-01",2010,2,0.49,"Dane syntetyczne — scenariusz dydaktyczny, nie obserwacje urzędowe"
"2010-03-01",2010,3,3.96,"Dane syntetyczne — scenariusz dydaktyczny, nie obserwacje urzędowe"
"2010-04-01",2010,4,9.82,"Dane syntetyczne — scenariusz dydaktyczny, nie obserwacje urzędowe"
"2010-05-01",2010,5,16.13,"Dane syntetyczne — scenariusz dydaktyczny, nie obserwacje urzędowe"
"2010-06-01",2010,6,19.76,"Dane syntetyczne — scenariusz dydaktyczny, nie obserwacje urzędowe"
"2010-07-01",2010,7,23.34,"Dane syntetyczne — scenariusz dydaktyczny, nie obserwacje urzędowe"
"2010-08-01",2010,8,20.16,"Dane syntetyczne — scenariusz dydaktyczny, nie obserwacje urzędowe"
"2010-09-01",2010,9,15.21,"Dane syntetyczne — scenariusz dydaktyczny, nie obserwacje urzędowe"
"2010-10-01",2010,10,12,"Dane syntetyczne — scenariusz dydaktyczny, nie obserwacje urzędowe"
"2010-11-01",2010,11,4.43,"Dane syntetyczne — scenariusz dydaktyczny, nie obserwacje urzędowe"
"2010-12-01",2010,12,0.29,"Dane syntetyczne — scenariusz dydaktyczny, nie obserwacje urzędowe"
"2011-01-01",2011,1,-0.51,"Dane syntetyczne — scenariusz dydaktyczny, nie obserwacje urzędowe"
"2011-02-01",2011,2,-1.9,"Dane syntetyczne — scenariusz dydaktyczny, nie obserwacje urzędowe"
"2011-03-01",2011,3,3.85,"Dane syntetyczne — scenariusz dydaktyczny, nie obserwacje urzędowe"
"2011-04-01",2011,4,10.45,"Dane syntetyczne — scenariusz dydaktyczny, nie obserwacje urzędowe"
"2011-05-01",2011,5,14.71,"Dane syntetyczne — scenariusz dydaktyczny, nie obserwacje urzędowe"
"2011-06-01",2011,6,20.65,"Dane syntetyczne — scenariusz dydaktyczny, nie obserwacje urzędowe"
"2011-07-01",2011,7,22.22,"Dane syntetyczne — scenariusz dydaktyczny, nie obserwacje urzędowe"
"2011-08-01",2011,8,22.2,"Dane syntetyczne — scenariusz dydaktyczny, nie obserwacje urzędowe"
"2011-09-01",2011,9,16.72,"Dane syntetyczne — scenariusz dydaktyczny, nie obserwacje urzędowe"
"2011-10-01",2011,10,9.32,"Dane syntetyczne — scenariusz dydaktyczny, nie obserwacje urzędowe"
"2011-11-01",2011,11,2.27,"Dane syntetyczne — scenariusz dydaktyczny, nie obserwacje urzędowe"
"2011-12-01",2011,12,1.5,"Dane syntetyczne — scenariusz dydaktyczny, nie obserwacje urzędowe"
"2012-01-01",2012,1,-3.57,"Dane syntetyczne — scenariusz dydaktyczny, nie obserwacje urzędowe"
"2012-02-01",2012,2,-0.14,"Dane syntetyczne — scenariusz dydaktyczny, nie obserwacje urzędowe"
"2012-03-01",2012,3,2.43,"Dane syntetyczne — scenariusz dydaktyczny, nie obserwacje urzędowe"
"2012-04-01",2012,4,10.01,"Dane syntetyczne — scenariusz dydaktyczny, nie obserwacje urzędowe"
"2012-05-01",2012,5,17.53,"Dane syntetyczne — scenariusz dydaktyczny, nie obserwacje urzędowe"
"2012-06-01",2012,6,19.9,"Dane syntetyczne — scenariusz dydaktyczny, nie obserwacje urzędowe"
"2012-07-01",2012,7,23.49,"Dane syntetyczne — scenariusz dydaktyczny, nie obserwacje urzędowe"
"2012-08-01",2012,8,19.03,"Dane syntetyczne — scenariusz dydaktyczny, nie obserwacje urzędowe"
"2012-09-01",2012,9,15.33,"Dane syntetyczne — scenariusz dydaktyczny, nie obserwacje urzędowe"
"2012-10-01",2012,10,7.69,"Dane syntetyczne — scenariusz dydaktyczny, nie obserwacje urzędowe"
"2012-11-01",2012,11,4.91,"Dane syntetyczne — scenariusz dydaktyczny, nie obserwacje urzędowe"
"2012-12-01",2012,12,-0.87,"Dane syntetyczne — scenariusz dydaktyczny, nie obserwacje urzędowe"
"2013-01-01",2013,1,-3.43,"Dane syntetyczne — scenariusz dydaktyczny, nie obserwacje urzędowe"
"2013-02-01",2013,2,-0.15,"Dane syntetyczne — scenariusz dydaktyczny, nie obserwacje urzędowe"
"2013-03-01",2013,3,4.46,"Dane syntetyczne — scenariusz dydaktyczny, nie obserwacje urzędowe"
"2013-04-01",2013,4,10.07,"Dane syntetyczne — scenariusz dydaktyczny, nie obserwacje urzędowe"
"2013-05-01",2013,5,17.5,"Dane syntetyczne — scenariusz dydaktyczny, nie obserwacje urzędowe"
"2013-06-01",2013,6,18.77,"Dane syntetyczne — scenariusz dydaktyczny, nie obserwacje urzędowe"
"2013-07-01",2013,7,20.84,"Dane syntetyczne — scenariusz dydaktyczny, nie obserwacje urzędowe"
"2013-08-01",2013,8,21.64,"Dane syntetyczne — scenariusz dydaktyczny, nie obserwacje urzędowe"
"2013-09-01",2013,9,18.25,"Dane syntetyczne — scenariusz dydaktyczny, nie obserwacje urzędowe"
"2013-10-01",2013,10,9.5,"Dane syntetyczne — scenariusz dydaktyczny, nie obserwacje urzędowe"
"2013-11-01",2013,11,5.3,"Dane syntetyczne — scenariusz dydaktyczny, nie obserwacje urzędowe"
"2013-12-01",2013,12,-0.51,"Dane syntetyczne — scenariusz dydaktyczny, nie obserwacje urzędowe"
"2014-01-01",2014,1,-1.78,"Dane syntetyczne — scenariusz dydaktyczny, nie obserwacje urzędowe"
"2014-02-01",2014,2,-0.02,"Dane syntetyczne — scenariusz dydaktyczny, nie obserwacje urzędowe"
